file_path,width,height
stimuli/visual/attention_grabbers/gold-coin.png,300,300
stimuli/visual/attention_grabbers/waterdrop.png,300,300
stimuli/visual/attention_grabbers/heart.jpg,442,442
stimuli/visual/attention_grabbers/cloud.png,300,300
stimuli/visual/attention_grabbers/ice.png,640,614
stimuli/visual/attention_grabbers/star.png,640,609
stimuli/visual/attention_grabbers/sun.png,300,300
stimuli/visual/attention_grabbers/rainbow.png,300,300
